user_id,gender,age,following_cnt,pay_count,parcel_post_count,transfer_count,chat_count,count,content_id
75094774,2,54,0,0,0,0,0,4,160943689
75094774,2,54,0,0,0,0,0,4,162517384
75094774,2,54,0,0,0,0,0,4,160943689
3264182,2,51,14,2,2,0,0,1,152049275
76209067,1,51,0,2,0,0,0,2,162188121
76209067,1,51,0,2,0,0,0,2,124045187
3203841,1,34,7,10,19,0,1,1,160630155
77102350,2,18,0,0,0,0,0,3,160262785
77102350,2,18,0,0,0,0,0,3,162523976
77102350,2,18,0,0,0,0,0,3,162523976
9527598,0,0,0,0,0,0,0,3,100010275
9527598,0,0,0,0,0,0,0,3,140116266
9527598,0,0,0,0,0,0,0,3,138192472
74781145,1,27,2,1,1,0,0,1,48544772
75438306,1,46,0,0,0,0,0,5,137118749
75438306,1,46,0,0,0,0,0,5,149152076
75438306,1,46,0,0,0,0,0,5,152627244
75438306,1,46,0,0,0,0,0,5,152626958
75438306,1,46,0,0,0,0,0,5,137118749
75175461,2,47,3,0,0,0,0,2,162865779
75175461,2,47,3,0,0,0,0,2,162943087
2658506,1,46,17,3,0,0,0,1,155158970
4128686,1,41,6,1,0,0,3,1,163104983
10722610,1,36,1,0,0,0,1,3,160207432
10722610,1,36,1,0,0,0,1,3,162888754
10722610,1,36,1,0,0,0,1,3,162888754
12243545,1,23,12,0,0,0,0,1,163165984
3212295,0,21,6,1,0,0,0,1,146485304
2498643,1,38,71,0,0,0,2,4,162609608
2498643,1,38,71,0,0,0,2,4,162609608
2498643,1,38,71,0,0,0,2,4,162952613
2498643,1,38,71,0,0,0,2,4,153949003
843126,1,58,2,0,0,0,0,2,154008478
843126,1,58,2,0,0,0,0,2,154005230
74393040,2,53,12,0,0,0,0,2,157612670
74393040,2,53,12,0,0,0,0,2,157513712
6295191,1,20,0,0,0,0,0,2,137083455
6295191,1,20,0,0,0,0,0,2,147072614
77327306,2,51,0,0,0,0,0,6,162194390
77327306,2,51,0,0,0,0,0,6,152848587
77327306,2,51,0,0,0,0,0,6,162521007
77327306,2,51,0,0,0,0,0,6,163136533
77327306,2,51,0,0,0,0,0,6,163136396
77327306,2,51,0,0,0,0,0,6,163136533
7781540,1,23,2,1,0,0,0,9,162169658
7781540,1,23,2,1,0,0,0,9,142709176
7781540,1,23,2,1,0,0,0,9,142709176
7781540,1,23,2,1,0,0,0,9,163138393
7781540,1,23,2,1,0,0,0,9,162524627
7781540,1,23,2,1,0,0,0,9,163158455
7781540,1,23,2,1,0,0,0,9,152628113
7781540,1,23,2,1,0,0,0,9,152628113
7781540,1,23,2,1,0,0,0,9,162523976
77322584,2,23,0,0,0,0,0,2,161297627
77322584,2,23,0,0,0,0,0,2,161297627
76491122,1,53,0,0,0,0,0,1,162935389
11551529,1,49,0,0,0,0,0,3,106346242
11551529,1,49,0,0,0,0,0,3,106346242
11551529,1,49,0,0,0,0,0,3,162523203
4069747,0,0,1,0,0,0,0,1,162523203
204176,1,54,7,1,8,0,1,1,162523203
7848178,1,35,0,0,0,0,1,1,151932477
492178,1,26,8,2,3,0,1,4,48544772
492178,1,26,8,2,3,0,1,4,48544772
492178,1,26,8,2,3,0,1,4,48544772
492178,1,26,8,2,3,0,1,4,59469622
2560636,2,61,10,24,128,3,3,1,162599176
74993728,1,38,0,0,0,0,0,15,152627715
74993728,1,38,0,0,0,0,0,15,149152509
74993728,1,38,0,0,0,0,0,15,161577494
74993728,1,38,0,0,0,0,0,15,161577494
74993728,1,38,0,0,0,0,0,15,161577494
74993728,1,38,0,0,0,0,0,15,161577494
74993728,1,38,0,0,0,0,0,15,162188490
74993728,1,38,0,0,0,0,0,15,162806628
74993728,1,38,0,0,0,0,0,15,152627715
74993728,1,38,0,0,0,0,0,15,162194740
74993728,1,38,0,0,0,0,0,15,162188490
74993728,1,38,0,0,0,0,0,15,162523203
74993728,1,38,0,0,0,0,0,15,149152509
74993728,1,38,0,0,0,0,0,15,162806628
74993728,1,38,0,0,0,0,0,15,149152509
6787737,0,0,4,0,0,0,0,1,146485304
75220990,1,60,0,0,0,0,0,1,149884118
10324005,0,0,8,0,0,0,0,1,137622872
74859196,1,20,0,0,0,0,0,2,162194390
74859196,1,20,0,0,0,0,0,2,162188121
77308126,1,55,0,0,0,0,0,1,162854569
12299119,2,23,0,0,0,0,0,4,102312997
12299119,2,23,0,0,0,0,0,4,102312997
12299119,2,23,0,0,0,0,0,4,154839623
12299119,2,23,0,0,0,0,0,4,104223605
12407431,1,40,5,0,0,0,0,1,107565407
76382124,1,56,0,0,0,0,0,3,159525323
76382124,1,56,0,0,0,0,0,3,155212012
76382124,1,56,0,0,0,0,0,3,138192472
8900147,1,21,0,0,0,0,0,1,162337365
5895308,1,19,3,0,0,0,0,3,161753923
5895308,1,19,3,0,0,0,0,3,150570385
5895308,1,19,3,0,0,0,0,3,162187689
3155483,1,18,6,0,0,0,2,1,122454736
75550632,2,97,0,1,0,0,0,3,140116266
75550632,2,97,0,1,0,0,0,3,99133211
75550632,2,97,0,1,0,0,0,3,137622872
6421069,1,54,3,0,0,1,2,4,162521007
6421069,1,54,3,0,0,1,2,4,162521007
6421069,1,54,3,0,0,1,2,4,163063044
6421069,1,54,3,0,0,1,2,4,162194390
7797493,1,38,5,0,0,0,0,4,137078818
7797493,1,38,5,0,0,0,0,4,162262774
7797493,1,38,5,0,0,0,0,4,137078818
7797493,1,38,5,0,0,0,0,4,163167352
9514587,2,47,2,0,0,0,0,1,150716157
10323917,2,66,1,0,0,0,0,1,148213680
77146174,1,21,1,0,0,0,0,2,162188680
77146174,1,21,1,0,0,0,0,2,162188490
77290967,1,18,0,0,0,0,0,1,161650088
76806210,1,68,53,0,0,0,0,10,163244140
76806210,1,68,53,0,0,0,0,10,163243008
76806210,1,68,53,0,0,0,0,10,163242858
76806210,1,68,53,0,0,0,0,10,149152299
76806210,1,68,53,0,0,0,0,10,163243008
76806210,1,68,53,0,0,0,0,10,163243008
76806210,1,68,53,0,0,0,0,10,162770308
76806210,1,68,53,0,0,0,0,10,162975947
76806210,1,68,53,0,0,0,0,10,163242858
76806210,1,68,53,0,0,0,0,10,149152299
11120117,2,30,10,1,0,0,0,1,26570557
74873609,2,40,0,0,0,0,0,4,162727456
74873609,2,40,0,0,0,0,0,4,162727456
74873609,2,40,0,0,0,0,0,4,163179170
74873609,2,40,0,0,0,0,0,4,162398173
1669467,1,21,0,0,0,0,0,1,99133211
1426163,0,0,0,0,0,0,0,4,158092152
1426163,0,0,0,0,0,0,0,4,159897047
1426163,0,0,0,0,0,0,0,4,162523203
1426163,0,0,0,0,0,0,0,4,137073840
10643623,1,30,0,1,0,0,0,2,152626173
10643623,1,30,0,1,0,0,0,2,158367744
11001464,1,15,0,0,0,0,0,3,150570385
11001464,1,15,0,0,0,0,0,3,149696795
11001464,1,15,0,0,0,0,0,3,162524627
77324795,2,41,0,0,0,0,0,1,163033171
76941053,1,27,0,2,0,0,0,4,162470348
76941053,1,27,0,2,0,0,0,4,162324415
76941053,1,27,0,2,0,0,0,4,162324415
76941053,1,27,0,2,0,0,0,4,159705415
76804139,1,51,0,0,0,0,0,2,133959584
76804139,1,51,0,0,0,0,0,2,140116266
11928467,1,47,0,0,0,0,0,1,162790670
6943136,0,0,28,0,0,0,0,5,137118119
6943136,0,0,28,0,0,0,0,5,162523976
6943136,0,0,28,0,0,0,0,5,162194690
6943136,0,0,28,0,0,0,0,5,162523976
6943136,0,0,28,0,0,0,0,5,139123819
779889,0,0,2,0,0,0,0,1,156812686
811676,1,47,16,0,0,1,0,1,162194390
6098840,1,20,0,0,1,0,0,1,157771582
3566973,2,50,206,0,0,0,0,1,163112988
674570,2,23,0,0,0,0,0,6,102312997
674570,2,23,0,0,0,0,0,6,154839623
674570,2,23,0,0,0,0,0,6,133959584
674570,2,23,0,0,0,0,0,6,135533363
674570,2,23,0,0,0,0,0,6,135533363
674570,2,23,0,0,0,0,0,6,159969118
75226853,1,69,1,0,0,0,0,2,162680260
75226853,1,69,1,0,0,0,0,2,162587120
11872818,1,47,0,0,0,0,0,1,157271304
12285685,2,31,0,0,0,0,0,1,162721528
6025791,1,29,0,0,0,0,0,1,162523203
74369615,1,40,0,0,1,0,0,1,162187689
8451343,1,22,0,0,0,0,0,17,161295217
8451343,1,22,0,0,0,0,0,17,162521007
8451343,1,22,0,0,0,0,0,17,162200672
8451343,1,22,0,0,0,0,0,17,161384458
8451343,1,22,0,0,0,0,0,17,162728534
8451343,1,22,0,0,0,0,0,17,162728534
8451343,1,22,0,0,0,0,0,17,162188354
8451343,1,22,0,0,0,0,0,17,159803721
8451343,1,22,0,0,0,0,0,17,162523203
8451343,1,22,0,0,0,0,0,17,161479177
8451343,1,22,0,0,0,0,0,17,162194390
8451343,1,22,0,0,0,0,0,17,155158970
8451343,1,22,0,0,0,0,0,17,159900430
8451343,1,22,0,0,0,0,0,17,160854606
8451343,1,22,0,0,0,0,0,17,107649567
8451343,1,22,0,0,0,0,0,17,163059949
8451343,1,22,0,0,0,0,0,17,137119473
77193116,1,25,0,0,0,0,0,1,137622872
76892039,1,51,0,0,0,0,0,1,110831705
4303830,1,44,2,0,0,0,0,1,163136396
11582629,1,45,1,0,0,0,0,3,161297627
11582629,1,45,1,0,0,0,0,3,162557969
11582629,1,45,1,0,0,0,0,3,161297627
11371142,1,23,5,0,0,0,1,1,163136533
74843736,2,47,0,0,0,0,0,1,158586088
3267693,1,40,17,0,0,0,0,1,162714883
77171164,1,63,0,0,0,0,0,1,162700359
7242821,1,26,0,3,0,0,1,2,162524627
7242821,1,26,0,3,0,0,1,2,162523203
6796701,0,0,12,0,0,0,0,2,162194051
6796701,0,0,12,0,0,0,0,2,155139278
4652570,1,42,0,0,0,0,1,3,137622872
4652570,1,42,0,0,0,0,1,3,161402819
4652570,1,42,0,0,0,0,1,3,99133211
76243926,1,59,0,0,0,0,0,1,161466507
5234495,1,54,3,0,0,0,1,1,154839623
11793923,1,19,0,0,0,0,0,2,155158970
11793923,1,19,0,0,0,0,0,2,162194390
1296709,1,47,38,0,11,0,0,1,161596311
5288393,0,0,53,0,0,0,0,1,155561048
5907427,1,48,33,0,0,0,2,1,162707644
77278049,1,22,0,0,0,0,0,4,135533363
77278049,1,22,0,0,0,0,0,4,135533363
77278049,1,22,0,0,0,0,0,4,135533363
77278049,1,22,0,0,0,0,0,4,132419409
6150610,0,0,9,0,0,0,0,1,162523203
3036647,1,30,2,0,0,0,0,8,137118749
3036647,1,30,2,0,0,0,0,8,137118398
3036647,1,30,2,0,0,0,0,8,137118398
3036647,1,30,2,0,0,0,0,8,137118198
3036647,1,30,2,0,0,0,0,8,137118198
3036647,1,30,2,0,0,0,0,8,137118198
3036647,1,30,2,0,0,0,0,8,137118749
3036647,1,30,2,0,0,0,0,8,137118749
74458849,1,49,0,0,0,0,0,1,163058920
74628241,1,36,0,0,0,0,0,17,152628464
74628241,1,36,0,0,0,0,0,17,137086200
74628241,1,36,0,0,0,0,0,17,158599842
74628241,1,36,0,0,0,0,0,17,158599842
74628241,1,36,0,0,0,0,0,17,158599842
74628241,1,36,0,0,0,0,0,17,158599842
74628241,1,36,0,0,0,0,0,17,158599842
74628241,1,36,0,0,0,0,0,17,158599842
74628241,1,36,0,0,0,0,0,17,158599842
74628241,1,36,0,0,0,0,0,17,158599842
74628241,1,36,0,0,0,0,0,17,160330218
74628241,1,36,0,0,0,0,0,17,152625961
74628241,1,36,0,0,0,0,0,17,161663972
74628241,1,36,0,0,0,0,0,17,137118036
74628241,1,36,0,0,0,0,0,17,152625956
74628241,1,36,0,0,0,0,0,17,162714883
74628241,1,36,0,0,0,0,0,17,163062050
4911020,2,46,24,2,235,0,0,1,145642727
5264032,1,22,6,15,44,1,1,1,154005230
77296989,1,32,0,0,0,0,0,1,163136396
7557703,2,42,42,1,1,0,0,1,138669412
5766682,1,33,0,0,0,0,0,1,162868977
10389999,2,25,0,91,0,0,0,1,161577494
76393493,1,50,0,0,0,0,0,2,162324415
76393493,1,50,0,0,0,0,0,2,163215973
77304369,1,23,1,0,0,0,0,1,104223605
6402554,1,30,3,0,0,0,0,5,137078130
6402554,1,30,3,0,0,0,0,5,162188490
6402554,1,30,3,0,0,0,0,5,161663972
6402554,1,30,3,0,0,0,0,5,163177685
6402554,1,30,3,0,0,0,0,5,161385446
75452568,1,25,0,0,0,0,0,1,122454736
9923305,0,0,24,0,0,0,0,1,163141431
4579074,0,0,2,0,0,0,0,10,162067430
4579074,0,0,2,0,0,0,0,10,162729496
4579074,0,0,2,0,0,0,0,10,159964651
4579074,0,0,2,0,0,0,0,10,162729496
4579074,0,0,2,0,0,0,0,10,162067430
4579074,0,0,2,0,0,0,0,10,162346075
4579074,0,0,2,0,0,0,0,10,159964651
4579074,0,0,2,0,0,0,0,10,150570385
4579074,0,0,2,0,0,0,0,10,162975729
4579074,0,0,2,0,0,0,0,10,152627239
3572788,1,20,7,0,0,1,0,4,161284353
3572788,1,20,7,0,0,1,0,4,161284353
3572788,1,20,7,0,0,1,0,4,135533363
3572788,1,20,7,0,0,1,0,4,140116266
8785279,0,0,1,0,0,0,0,3,162888538
8785279,0,0,1,0,0,0,0,3,162888538
8785279,0,0,1,0,0,0,0,3,110183626
10558258,2,32,1,0,0,0,0,1,162523203
8765468,1,16,4,0,1,0,2,1,135533363
9575474,0,0,0,0,0,0,0,1,161964725
4984609,1,34,0,0,0,0,1,1,154839623
77155895,2,51,0,0,0,0,0,1,142540474
77274248,1,49,0,0,0,0,0,2,154839623
77274248,1,49,0,0,0,0,0,2,154839623
76396484,2,40,3,0,0,0,0,1,155561048
2031199,1,26,1,4,0,3,8,1,162247771
75194817,1,27,2,0,0,0,0,1,162827083
10081397,1,23,5,0,0,1,3,2,162187689
10081397,1,23,5,0,0,1,3,2,142540951
12760590,2,23,41,1,3,0,0,1,163179170
9206993,1,43,0,3,1,0,0,1,155158970
5603041,1,25,0,0,0,0,0,1,125842831
77203887,1,30,0,0,0,0,0,1,163177685
1792106,1,22,22,0,0,0,0,1,163161249
254791,1,29,0,0,0,0,0,6,154005230
254791,1,29,0,0,0,0,0,6,135533363
254791,1,29,0,0,0,0,0,6,140116266
254791,1,29,0,0,0,0,0,6,160232241
254791,1,29,0,0,0,0,0,6,154008478
254791,1,29,0,0,0,0,0,6,100010275
10017759,1,37,1,1,0,0,0,1,152825533
3234609,2,49,22,0,0,0,0,1,162744190
75540785,1,18,0,0,0,0,0,3,162355152
75540785,1,18,0,0,0,0,0,3,137083455
75540785,1,18,0,0,0,0,0,3,137083455
5721191,1,25,1,0,0,0,1,2,162523203
5721191,1,25,1,0,0,0,1,2,162188490
5418519,0,0,0,0,0,0,0,5,162188121
5418519,0,0,0,0,0,0,0,5,162195065
5418519,0,0,0,0,0,0,0,5,152626265
5418519,0,0,0,0,0,0,0,5,137118749
5418519,0,0,0,0,0,0,0,5,137089204
6213932,1,30,0,0,0,0,0,1,162523203
12606250,1,48,0,0,0,0,0,1,162188680
2351110,1,22,0,0,0,0,0,18,104223605
2351110,1,22,0,0,0,0,0,18,137622872
2351110,1,22,0,0,0,0,0,18,137622872
2351110,1,22,0,0,0,0,0,18,99133211
2351110,1,22,0,0,0,0,0,18,137622872
2351110,1,22,0,0,0,0,0,18,137622872
2351110,1,22,0,0,0,0,0,18,137622872
2351110,1,22,0,0,0,0,0,18,154839623
2351110,1,22,0,0,0,0,0,18,140116266
2351110,1,22,0,0,0,0,0,18,135533363
2351110,1,22,0,0,0,0,0,18,132419409
2351110,1,22,0,0,0,0,0,18,137622872
2351110,1,22,0,0,0,0,0,18,137622872
2351110,1,22,0,0,0,0,0,18,137622872
2351110,1,22,0,0,0,0,0,18,137622872
2351110,1,22,0,0,0,0,0,18,137622872
2351110,1,22,0,0,0,0,0,18,160232241
2351110,1,22,0,0,0,0,0,18,137622872
77061577,1,51,0,0,0,0,0,1,162157204
12693243,1,19,1,0,0,0,1,1,161593862
6383835,1,29,4,0,0,0,1,2,162523203
6383835,1,29,4,0,0,0,1,2,162523203
7010084,1,46,3,0,0,0,0,1,159810809
77264411,2,52,0,0,0,0,0,2,155311620
77264411,2,52,0,0,0,0,0,2,116704140
1103820,0,30,20,0,0,0,0,1,160630155
5116125,1,32,1,0,0,0,0,8,162262774
5116125,1,32,1,0,0,0,0,8,163167352
5116125,1,32,1,0,0,0,0,8,162521007
5116125,1,32,1,0,0,0,0,8,162975947
5116125,1,32,1,0,0,0,0,8,163058920
5116125,1,32,1,0,0,0,0,8,163058920
5116125,1,32,1,0,0,0,0,8,163058920
5116125,1,32,1,0,0,0,0,8,162262774
2619547,1,23,3,1,0,0,0,4,162188490
2619547,1,23,3,1,0,0,0,4,162188490
2619547,1,23,3,1,0,0,0,4,162188490
2619547,1,23,3,1,0,0,0,4,162188490
8354699,2,46,3,0,0,0,0,1,146485304
77234243,1,16,0,0,0,0,0,1,162906743
3141879,1,26,12,0,11,0,1,1,162523203
4413570,1,28,0,0,0,0,0,1,162820716
77223660,1,27,0,0,0,0,0,2,107649567
77223660,1,27,0,0,0,0,0,2,146784248
76992908,1,24,2,0,0,0,0,6,162324415
76992908,1,24,2,0,0,0,0,6,162324415
76992908,1,24,2,0,0,0,0,6,162469538
76992908,1,24,2,0,0,0,0,6,162324415
76992908,1,24,2,0,0,0,0,6,162826977
76992908,1,24,2,0,0,0,0,6,162469894
74479629,1,64,3,0,0,0,0,5,116704140
74479629,1,64,3,0,0,0,0,5,116704140
74479629,1,64,3,0,0,0,0,5,116704140
74479629,1,64,3,0,0,0,0,5,116704140
74479629,1,64,3,0,0,0,0,5,116704140
392399,1,23,10,0,0,0,0,2,162188490
392399,1,23,10,0,0,0,0,2,162523203
76651980,1,25,0,7,0,0,0,5,162881464
